Publisher	Series	Title	ERF Level	New GSL 95%[Types Needed]	New GSL 98%[Types Needed]	NGSL 95%[Types Needed]	NGSL 98%[Types Needed]	SEWK-J 95%[Types Needed]	SEWK-J 98%[Types Needed]	BNC/COCA 95%[Types Needed]	BNC/COCA 98%[Types Needed]
Abax
	Global Issues Narratives
		Language Learning Tips - Listening	2	Off-List[2]	Off-List[10]	"1,239"	Off-List[4]	"1,754"	"3,410"	2	3
		Language Learning Tips - Pronunciation	2	Off-List[6]	Off-List[18]	Off-List[1]	Off-List[6]	"2,890"	"14,346"	2	7
		Language Learning Tips - Speaking	2	Off-List[1]	Off-List[6]	"1,657"	Off-List[1]	"2,061"	"2,967"	2	3
		Language Learning Tips - Test Preparation	2	1362	Off-List[2]	822	"1,657"	"1,722"	"2,492"	2	2
		Language Learning Tips - Vocabulary	2	2145	Off-List[8]	"1,657"	Off-List[3]	"2,237"	"3,867"	3	4
		This is Facebook	4	2346	Off-List[22]	"1,798"	Off-List[5]	"2,730"	"4,058"	3	7
	Pocket Readers - 10 Ways
		10 Ways to Achieve Work-Life Balance	2	2049	Off-List[14]	"1,238"	Off-List[3]	"1,592"	"3,653"	2	3
		10 Ways to be Assertive	2	Off-List[3]	Off-List[12]	"2,294"	Off-List[3]	"2,492"	"22,070"	2	3
		10 Ways to Be Creative	2	2324	Off-List[16]	"2,207"	Off-List[6]	"2,492"	"5,777"	2	4
		10 Ways to be Environmentally 1friendly	2	Off-List[4]	Off-List[26]	Off-List[1]	Off-List[15]	"2,148"	"6,006"	2	6
		10 Ways to be Healthy	2	2184	Off-List[12]	"1,708"	Off-List[5]	"1,810"	"3,889"	2	5
		10 Ways to Be Polite	2	Off-List[3]	Off-List[16]	"2,611"	Off-List[5]	"2,366"	"4,247"	2	3
		10 Ways to be Productive	2	Off-List[1]	Off-List[14]	"2,439"	Off-List[7]	"3,090"	"6,463"	3	10
		10 Ways to be Smart Online	2	Off-List[5]	Off-List[18]	Off-List[1]	Off-List[10]	"2,962"	"5,176"	5	33
		10 Ways to be Successful in Love	2	1567	Off-List[4]	988	"2,631"	"1,530"	"2,641"	2	3
		10 Ways to Choose your Career	2	1770	Off-List[6]	"1,201"	"2,750"	"2,142"	"4,157"	2	3
		10 Ways to Collaborate	2	Off-List[1]	Off-List[9]	"1,798"	Off-List[2]	"3,063"	"11,451"	3	3
		10 Ways to Communicate	2	1970	Off-List[7]	"1,311"	"2,488"	"1,601"	"2,754"	2	3
		10 Ways to Control your Emotions	2	Off-List[1]	Off-List[13]	"1,811"	Off-List[1]	"1,939"	"2,366"	2	2
		10 Ways to Cook	2	Off-List[19]	Off-List[53]	Off-List[5]	Off-List[25]	"2,139"	"4,690"	3	9
		10 Ways to Influence People	2	2321	Off-List[8]	"1,811"	Off-List[3]	"2,733"	"7,895"	2	3
		10 Ways to Learn English	2	1858	Off-List[10]	"1,613"	Off-List[3]	"3,486"	"9,165"	2	5
		10 Ways to Live Cheaply	2	2399	Off-List[13]	"1,792"	Off-List[5]	"2,015"	"4,542"	2	7
		10 Ways to Make Friends	2	1479	Off-List[4]	"1,510"	Off-List[1]	"1,377"	"2,492"	2	4
		10 ways to Manage Money	2	1634	Off-List[3]	"1,364"	"2,651"	"2,521"	"4,830"	2	3
		10 Ways to Manage Stress	2	Off-List[1]	Off-List[16]	"1,717"	Off-List[3]	"1,810"	"3,259"	2	3
		10 Ways to Negotiate	2	2413	Off-List[7]	"1,859"	Off-List[1]	"2,259"	"11,858"	2	3
		10 Ways to Organize a Trip	2	2132	Off-List[15]	"1,432"	Off-List[3]	"2,149"	"2,829"	2	4
		10 Ways to Solve Problems	2	1723	Off-List[6]	"1,219"	Off-List[1]	"2,366"	"2,641"	2	3
		10 Ways to Speak in Public	2	Off-List[2]	Off-List[17]	"2,116"	Off-List[6]	"2,741"	"3,620"	3	4
		10 Ways to Stay Safe	2	2306	Off-List[24]	"2,012"	Off-List[12]	"2,161"	"4,673"	2	6
		10 Ways to Succeed in an Interview	2	Off-List[1]	Off-List[9]	"1,584"	Off-List[1]	"3,189"	"5,271"	2	2
		10 Ways to Think Critically	2	2175	Off-List[10]	"1,960"	Off-List[5]	"2,259"	"4,718"	2	3
		10 Ways to Understand the News	2	1694	Off-List[7]	"1,180"	Off-List[3]	"2,555"	"4,121"	2	4
		10 Ways to Work in a Team	2	1508	Off-List[5]	"1,073"	Off-List[2]	"2,366"	"3,653"	2	4
		10 Ways to Write Well	2	2340	Off-List[11]	"1,641"	Off-List[1]	"2,366"	"4,449"	2	3
	Pocket Readers - Business
		Email The	2	Off-List[4]	Off-List[25]	"1,641"	Off-List[6]	"11,331"	"20,269"	4	9
		Entertaining Overseas Visitors	2	Off-List[4]	Off-List[38]	"1,824"	Off-List[6]	"4,617"	"21,002"	2	33
		First Business Trip Overseas	2	Off-List[8]	Off-List[42]	Off-List[2]	Off-List[15]	"9,434"	"21,002"	4	33
		First Week on the Job The	2	2485	Off-List[23]	"1,506"	Off-List[4]	"5,057"	"12,128"	2	4
		Job Interview The	2	Off-List[2]	Off-List[28]	"1,701"	Off-List[6]	"4,094"	"39,493"	2	8
		Meeting The	2	Off-List[2]	Off-List[22]	"2,028"	Off-List[4]	"6,079"	"35,149"	4	8
		Mentor The	2	2316	Off-List[27]	"1,348"	Off-List[3]	"12,189"	"18,579"	2	6
		Office Conflict The	2	Off-List[2]	Off-List[19]	"1,679"	Off-List[4]	"11,210"	"21,002"	2	8
		Presentation The	2	Off-List[8]	Off-List[32]	"2,582"	Off-List[10]	"4,936"	"20,269"	4	16
		Product Launch The	2	Off-List[2]	Off-List[23]	Off-List[1]	Off-List[9]	"5,032"	"20,269"	4	8
Helbling
	Helbling Classics - Blue
		Call of the Wild The	3	Off-List[123]	Off-List[421]	Off-List[5]	Off-List[124]	"4,655"	"12,175"	2	5
		Canterville Ghost The	4	Off-List[237]	Off-List[494]	Off-List[61]	Off-List[266]	"6,869"	"12,618"	3	6
		Daisy Miller	4	Off-List[138]	Off-List[431]	Off-List[21]	Off-List[214]	"11,723"	"52,057"	4	8
		Emma	3	Off-List[4]	Off-List[82]	"1,399"	Off-List[5]	"7,502"	"12,690"	1	2
		Garden Party and Sixpence The	3	Off-List[152]	Off-List[378]	Off-List[16]	Off-List[167]	"8,332"	"13,509"	2	5
		Great Gatsby The	4	Off-List[15]	Off-List[188]	"1,831"	Off-List[27]	"3,948"	"12,602"	2	6
		Heart of Darkness	4	Off-List[105]	Off-List[357]	Off-List[9]	Off-List[170]	"4,816"	"19,764"	3	5
		Strange Case of Dr Jekyll and Mr Hyde The	4	Off-List[20]	Off-List[215]	"2,203"	Off-List[35]	"4,292"	"11,758"	2	3
		Tales of Mystery	4	Off-List[303]	Off-List[553]	Off-List[97]	Off-List[318]	"7,556"	"15,266"	4	6
		Wuthering Heights	3	Off-List[23]	Off-List[183]	"2,301"	Off-List[51]	"8,049"	"26,155"	2	5
	Helbling Classics - Red
		Alice's Adventures in Wonderland	2	Off-List[19]	Off-List[98]	"2,415"	Off-List[27]	"3,167"	"11,463"	2	7
		Black Beauty	2	Off-List[15]	Off-List[88]	"2,191"	Off-List[19]	"5,726"	"12,960"	2	5
		Christmas Carol A	3	Off-List[87]	Off-List[297]	Off-List[9]	Off-List[169]	"39,415"	0[29]	3	Off-List[24]
		Fisherman and his Soul The	2	Off-List[19]	Off-List[113]	"2,423"	Off-List[29]	"3,171"	"5,002"	5	33
		Gullivers Travels	3	Off-List[15]	Off-List[127]	"2,380"	Off-List[32]	"2,890"	"6,191"	2	4
		Little Women	2	Off-List[14]	Off-List[103]	"2,451"	Off-List[20]	"11,210"	"14,252"	2	4
		Oliver Twist	3	Off-List[10]	Off-List[109]	"2,221"	Off-List[17]	"13,871"	"25,901"	2	5
		Peter Pan	2	Off-List[15]	Off-List[107]	"2,687"	Off-List[28]	"8,605"	"12,690"	2	13
	Helbling Fiction - Blue
		Albatross The	4	Off-List[42]	Off-List[213]	Off-List[1]	Off-List[51]	"9,111"	"19,701"	3	6
		Boy Who Could Fly The	3	Off-List[12]	Off-List[178]	"2,091"	Off-List[57]	"11,139"	"20,269"	2	17
		Coconut Seller The	4	Off-List[101]	Off-List[323]	Off-List[5]	Off-List[175]	"5,451"	"34,475"	3	33
		Danger in the Sun	4	Off-List[26]	Off-List[240]	"2,541"	Off-List[92]	"4,523"	"15,450"	2	25
		Green Room The	3	Off-List[1]	Off-List[77]	"1,619"	Off-List[7]	"7,349"	"35,919"	2	6
		Jam	3	Off-List[6]	Off-List[95]	"2,593"	Off-List[15]	"3,423"	"12,960"	2	4
		Mystery at the Mill	4	Off-List[30]	Off-List[190]	"2,730"	Off-List[44]	"11,642"	"26,636"	2	6
		Operation Osprey	3	Off-List[18]	Off-List[158]	"2,215"	Off-List[27]	"4,091"	"13,003"	2	4
		Red Water	4	Off-List[28]	Off-List[245]	"2,534"	Off-List[91]	"7,454"	"19,331"	3	8
	Helbling Fiction - Red
		Anti-bully Squad The	2	Off-List[38]	Off-List[181]	Off-List[2]	Off-List[89]	"12,602"	"22,109"	4	Off-List[1]
		Dan and The Missing Dogs	2	Off-List[1]	Off-List[34]	"1,896"	Off-List[6]	"11,565"	"12,189"	2	5
		Dan and the Village Fte	2	2253	Off-List[21]	"1,586"	Off-List[3]	"12,189"	"12,292"	2	3
		Mr Football	3	Off-List[25]	Off-List[193]	"2,241"	Off-List[60]	"12,662"	"13,283"	2	13
		New Home for Socks A	2	Off-List[4]	Off-List[44]	Off-List[1]	Off-List[15]	"2,958"	"14,107"	2	5
		Princess on the Run	2	Off-List[6]	Off-List[59]	"1,932"	Off-List[10]	"4,613"	"15,931"	2	5
		Stubs Grows Up	3	Off-List[12]	Off-List[129]	"1,911"	Off-List[21]	"6,669"	"12,079"	3	8
		Time Capsule The	2	Off-List[8]	Off-List[131]	Off-List[1]	Off-List[28]	"11,512"	"12,602"	2	9
		Twins	3	Off-List[13]	Off-List[169]	"2,364"	Off-List[41]	"12,103"	"23,834"	3	10
	Helbling Fiction Short Reads - Red
		African Mask The	2	2287	Off-List[10]	"1,602"	Off-List[1]	"2,391"	"14,278"	2	2
		Clever Woman The	2	Off-List[6]	Off-List[11]	"2,739"	Off-List[5]	"2,150"	"13,268"	2	4
		Fireball's Heart	2	2048	Off-List[7]	"1,718"	"2,672"	"2,369"	"2,996"	2	7
		Surprise The	2	Off-List[9]	Off-List[34]	Off-List[2]	Off-List[14]	"7,349"	"13,466"	2	17
	Rudyard Kipling
		Mowglis Brothers	2	Off-List[38]	Off-List[167]	Off-List[3]	Off-List[52]	"2,851"	"7,299"	3	5
I Talk-You Talk Press
	English Graded Readers
		Adventure in Rome	3	2049	Off-List[26]	"1,402"	Off-List[4]	"5,489"	"15,267"	2	6
		Adventure on the Mountain	2	Off-List[1]	Off-List[21]	"1,525"	Off-List[4]	"1,447"	"2,366"	2	3
		Akiko and Amy Part 1	4	Off-List[12]	Off-List[53]	"2,617"	Off-List[14]	"9,165"	"13,149"	2	6
		Akiko and Amy Part 2	4	Off-List[3]	Off-List[56]	"1,586"	Off-List[12]	"9,165"	"13,149"	2	4
		Akiko and Amy Part 3	4	Off-List[1]	Off-List[54]	"1,442"	Off-List[8]	"2,895"	"13,149"	2	3
		Andre's Dream	3	2355	Off-List[39]	"1,487"	Off-List[3]	"9,165"	"15,116"	1	2
		Be My Valentine	4	Off-List[13]	Off-List[99]	"2,617"	Off-List[27]	"3,175"	"12,991"	2	7
		Birthdays to Remember	4	Off-List[11]	Off-List[81]	"2,413"	Off-List[24]	"3,092"	"15,192"	2	8
		Blue Lace Curtain The	5	Off-List[7]	Off-List[131]	"1,811"	Off-List[19]	"10,965"	"13,696"	2	4
		Box The	5	Off-List[3]	Off-List[125]	"1,864"	Off-List[18]	"10,612"	"13,211"	2	3
		Business Trip to New York A	2	Off-List[9]	Off-List[50]	"2,211"	Off-List[17]	"5,995"	"16,497"	2	5
		Chi-obaa and Friends	5	Off-List[10]	Off-List[92]	"2,105"	Off-List[23]	"3,829"	"18,927"	2	5
		Chi-obaa and Her Town	5	Off-List[1]	Off-List[88]	"2,021"	Off-List[15]	"4,851"	"18,927"	2	4
		Christmas Present The	2	2353	Off-List[22]	"1,602"	Off-List[1]	"11,210"	"12,292"	1	3
		Christmas Tales	3	Off-List[9]	Off-List[69]	"2,280"	Off-List[20]	"4,522"	"15,099"	2	4
		Cruise Ship The	3	2237	Off-List[18]	"1,564"	Off-List[4]	"8,605"	"12,351"	2	3
		Curse The	4	Off-List[4]	Off-List[44]	"2,014"	Off-List[3]	"13,121"	"14,903"	2	3
		Danger in Seattle	3	2058	Off-List[28]	"1,393"	Off-List[2]	"1,607"	"4,094"	1	3
		Dangerous Weekend A	4	Off-List[19]	Off-List[116]	"2,236"	Off-List[31]	"2,816"	"6,794"	2	8
		Dear Ellen	2	2207	Off-List[31]	"1,387"	Off-List[2]	"14,157"	"14,157"	1	4
		Diary The	4	Off-List[1]	Off-List[32]	"2,155"	Off-List[6]	"2,789"	"10,022"	2	4
		Different Seas	4	Off-List[25]	Off-List[194]	"2,303"	Off-List[47]	"2,366"	"5,387"	2	4
		Don't Come Back	3	Off-List[1]	Off-List[20]	"1,683"	Off-List[1]	"2,910"	"13,947"	1	2
		Dressed for Success	3	Off-List[4]	Off-List[69]	"1,905"	Off-List[20]	"15,253"	"16,960"	2	5
		Elspeth and the Visitor	3	Off-List[5]	Off-List[34]	"2,053"	Off-List[7]	"3,820"	"25,200"	1	3
		Emily's Bag	2	1872	Off-List[9]	"1,250"	"2,053"	"10,965"	"15,301"	1	2
		End House	5	Off-List[5]	Off-List[139]	"1,806"	Off-List[21]	"10,965"	"12,351"	2	4
		Enjoy Your Business Trip	4	Off-List[6]	Off-List[39]	"1,913"	Off-List[8]	"10,674"	0[1]	3	Off-List[1]
		Enjoy Your Homestay	4	Off-List[11]	Off-List[72]	Off-List[2]	Off-List[23]	"4,022"	0[1]	3	Off-List[2]
		Everyday Heroes	2	Off-List[7]	Off-List[38]	"2,154"	Off-List[7]	"3,201"	"13,871"	2	4
		Finders Keepers...	3	Off-List[4]	Off-List[38]	"2,105"	Off-List[10]	"2,510"	"13,133"	2	5
		Haruna's Story Part 1	2	Off-List[4]	Off-List[28]	"2,076"	Off-List[8]	"14,465"	"58,063"	2	24
		Haruna's Story Part 2	2	Off-List[6]	Off-List[43]	"2,690"	Off-List[15]	"4,891"	"14,752"	3	24
		Haruna's Story Part 3	2	Off-List[5]	Off-List[31]	"2,214"	Off-List[5]	"4,299"	"10,610"	3	6
		Holiday to Remember A	4	Off-List[12]	Off-List[94]	"1,888"	Off-List[15]	"2,015"	"3,572"	2	5
		Homestay in Auckland A	2	Off-List[4]	Off-List[67]	"1,641"	Off-List[16]	"2,258"	"11,370"	2	3
		House in the Forest The	3	Off-List[6]	Off-List[48]	"1,948"	Off-List[8]	"2,815"	"13,607"	2	4
		Hunted in Hong Kong	3	2117	Off-List[11]	"1,396"	"2,601"	"1,607"	"10,610"	1	2
		I Need a Friend	4	Off-List[8]	Off-List[105]	"2,166"	Off-List[23]	"6,355"	"12,013"	2	5
		I'm Late! 	4	Off-List[4]	Off-List[51]	"1,893"	Off-List[9]	"2,890"	"14,766"	2	4
		Jimmy Luther	2	Off-List[7]	Off-List[54]	"2,214"	Off-List[16]	"13,172"	"13,172"	2	6
		John Sees a Murder	3	2284	Off-List[22]	"1,635"	Off-List[1]	"1,983"	"5,874"	2	2
		Ken's Story Part 1	2	Off-List[2]	Off-List[26]	"1,552"	Off-List[4]	"19,957"	"19,957"	2	4
		Ken's Story Part 2	2	Off-List[1]	Off-List[35]	"1,664"	Off-List[7]	"19,957"	"21,849"	2	23
		Killer	5	Off-List[2]	Off-List[96]	"1,688"	Off-List[10]	"10,965"	"17,186"	2	4
		Kindness of Strangers The	3	Off-List[4]	Off-List[44]	"2,082"	Off-List[13]	"2,436"	"13,338"	2	6
		Legacy The	5	Off-List[7]	Off-List[137]	"1,812"	Off-List[21]	"4,379"	"14,234"	2	4
		Life is Surprising!	2	Off-List[3]	Off-List[49]	"1,664"	Off-List[3]	"3,653"	"18,087"	2	3
		Lincoln Takes a Trip	4	Off-List[1]	Off-List[43]	"1,646"	Off-List[4]	"12,786"	"14,752"	2	6
		Marcy's Bakery	3	Off-List[2]	Off-List[14]	Off-List[1]	Off-List[3]	"4,601"	"19,471"	2	4
		Match Day	4	Off-List[4]	Off-List[38]	"2,055"	Off-List[4]	"6,222"	"14,046"	5	6
		Men's Konkatsu Tales	3	Off-List[5]	Off-List[31]	"1,536"	Off-List[7]	"2,366"	"11,886"	2	6
		Message in a Bottle	3	1931	Off-List[15]	"1,438"	"2,664"	"5,985"	"16,861"	1	2
		Murder in Marrakech	3	Off-List[1]	Off-List[17]	"2,677"	Off-List[4]	"2,436"	"13,629"	2	5
		Murder on Whale Island	3	Off-List[2]	Off-List[36]	"2,139"	Off-List[7]	"11,139"	"12,690"	2	4
		Old Hospital The	2	2440	Off-List[9]	"1,718"	Off-List[1]	"2,988"	"11,758"	1	2
		Old Jack's Ghost Stories from England (1)	4	Off-List[4]	Off-List[50]	"2,601"	Off-List[11]	"3,164"	"11,680"	2	4
		Old Jack's Ghost Stories from England (2)	4	Off-List[7]	Off-List[35]	"2,670"	Off-List[7]	"2,916"	"14,752"	2	4
		Old Jack's Ghost Stories from Ireland	4	Off-List[6]	Off-List[54]	"2,497"	Off-List[5]	"3,835"	"11,937"	2	3
		Old Jack's Ghost Stories from Japan	4	Off-List[5]	Off-List[46]	"2,669"	Off-List[14]	"3,721"	"11,210"	2	11
		Old Jack's Ghost Stories from Scotland	4	Off-List[9]	Off-List[57]	"2,449"	Off-List[13]	"2,917"	"9,165"	2	6
		Old Jack's Ghost Stories from Wales	4	Off-List[5]	Off-List[51]	"2,322"	Off-List[6]	"1,972"	"5,081"	2	2
		On the Run	5	Off-List[24]	Off-List[241]	"2,143"	Off-List[56]	"8,309"	"12,676"	2	4
		Other Sisters The	5	Off-List[1]	Off-List[101]	"1,564"	Off-List[9]	"8,508"	"13,133"	2	3
		Party Time!	4	Off-List[10]	Off-List[118]	"2,015"	Off-List[20]	"3,288"	"16,235"	2	4
		Passion for Music A	3	Off-List[1]	Off-List[20]	"2,303"	Off-List[1]	"11,331"	"12,079"	2	5
		Perfect Wedding The	3	Off-List[1]	Off-List[40]	"1,703"	Off-List[4]	"3,452"	"14,766"	1	2
		Pretty and Bright	4	Off-List[1]	Off-List[78]	"1,742"	Off-List[8]	"2,958"	"11,905"	2	4
		Ryokan Life	2	Off-List[1]	Off-List[22]	"1,563"	Off-List[4]	"1,917"	"12,991"	2	2
		Salaryman Secrets!	3	Off-List[11]	Off-List[48]	"2,379"	Off-List[15]	"3,293"	"13,516"	2	3
		Saori and the Storm	2	2355	Off-List[35]	"1,652"	Off-List[4]	"7,349"	"16,528"	1	4
		School on Bolt Street The	3	Off-List[1]	Off-List[51]	"1,664"	Off-List[12]	"5,953"	"15,503"	2	6
		Stories for Christmas	4	Off-List[22]	Off-List[137]	"2,332"	Off-List[36]	"4,961"	"13,438"	2	4
		Stories for Halloween	3	Off-List[6]	Off-List[55]	"2,261"	Off-List[6]	"1,935"	"6,270"	2	5
		Strange Stories	2	Off-List[10]	Off-List[81]	"2,166"	Off-List[16]	"2,700"	"19,957"	2	8
		Summer Days	4	Off-List[9]	Off-List[58]	"1,820"	Off-List[6]	"2,492"	"12,571"	2	4
		Temple Treasure The	5	Off-List[5]	Off-List[53]	Off-List[1]	Off-List[14]	"2,357"	"4,634"	2	4
		Time to Go	4	2304	Off-List[38]	"1,718"	Off-List[3]	"10,767"	"13,293"	2	3
		Together Again	4	Off-List[2]	Off-List[84]	"1,832"	Off-List[12]	"1,907"	"4,109"	2	5
		Train Travel	3	Off-List[3]	Off-List[70]	"1,597"	Off-List[11]	"9,546"	"13,516"	2	4
		Trapped	5	Off-List[8]	Off-List[132]	"1,965"	Off-List[26]	"11,491"	"15,890"	2	4
		Trip to London A	2	Off-List[21]	Off-List[71]	Off-List[1]	Off-List[24]	"10,610"	"11,680"	2	5
		Trouble in Paris	3	Off-List[3]	Off-List[53]	"2,166"	Off-List[12]	"2,492"	"11,370"	2	6
		Vanished Away	5	Off-List[20]	Off-List[130]	"2,669"	Off-List[29]	"2,601"	"6,628"	2	4
		We Met Online	2	2304	Off-List[31]	"1,563"	Off-List[3]	"3,501"	"12,169"	2	3
		Wei's Part-Time Job	2	Off-List[1]	Off-List[15]	"2,106"	Off-List[4]	"2,988"	"15,100"	2	6
		Who is Holly?	4	Off-List[4]	Off-List[89]	"1,635"	Off-List[16]	"5,809"	"19,012"	2	5
		Who's There?	3	Off-List[5]	Off-List[41]	"2,166"	Off-List[8]	"2,282"	"13,595"	2	5
		Witches of Nakashige The	5	Off-List[9]	Off-List[93]	"2,289"	Off-List[15]	"2,778"	"17,849"	2	3
		Women's Konkatsu Tales	3	Off-List[4]	Off-List[37]	"1,393"	Off-List[8]	"2,237"	"8,177"	2	6
ILTS
	Robin Readers
		A Dangerous Race	1	Off-List[15]	Off-List[34]	Off-List[2]	Off-List[14]	"12,602"	"24,750"	7	17
		A Second Chance	3	Off-List[7]	Off-List[72]	"1,811"	Off-List[5]	"4,528"	"12,169"	2	4
		Adventure in the Alps	1	Off-List[6]	Off-List[19]	"2,591"	"2,699"	"12,602"	"12,886"	2	3
		Between the Flags	2	Off-List[4]	Off-List[34]	"2,154"	Off-List[4]	"11,778"	"12,676"	2	5
		Blown Away	3	Off-List[14]	Off-List[115]	"2,369"	Off-List[17]	"3,190"	"8,516"	2	5
		Blue Moon Beach	2	2371	Off-List[8]	"2,104"	Off-List[1]	"6,059"	"12,103"	2	3
		Body on the Rocks	4	Off-List[22]	Off-List[163]	"2,361"	Off-List[25]	"3,882"	"11,598"	2	5
		Broken Wings	4	Off-List[30]	Off-List[176]	"2,236"	Off-List[31]	"3,925"	"12,618"	2	4
		CHOIR Boy	2	Off-List[6]	Off-List[52]	"2,283"	Off-List[9]	"15,038"	"15,038"	2	4
		Cousins and Crocodiles	1	Off-List[2]	Off-List[15]	"2,691"	Off-List[3]	"10,610"	"13,747"	2	7
		Deadly Holiday	2	Off-List[1]	Off-List[42]	"1,864"	Off-List[6]	"10,767"	"14,329"	2	2
		Death at Hadrians Wall	2	Off-List[3]	Off-List[28]	"2,146"	Off-List[4]	"2,356"	"13,685"	2	3
		Divers in Danger	1	Off-List[14]	Off-List[34]	Off-List[2]	Off-List[10]	"7,556"	"12,079"	3	8
		Double Trouble	2	Off-List[11]	Off-List[67]	"2,451"	Off-List[16]	"10,499"	"18,439"	2	17
		Gone!	2	2252	Off-List[33]	"1,729"	Off-List[6]	"3,002"	"11,210"	1	2
		Grizzly	1	Off-List[7]	Off-List[23]	"2,181"	Off-List[6]	"11,531"	"12,351"	2	5
		Hot Air	2	Off-List[3]	Off-List[36]	Off-List[1]	Off-List[6]	"7,787"	"13,975"	2	4
		In Sarahs Dreams	2	1852	Off-List[7]	"1,343"	"2,784"	"12,351"	"13,644"	1	2
		Kidnapped in Cornwall	3	Off-List[12]	Off-List[83]	"2,451"	Off-List[20]	"13,757"	"40,366"	2	4
		Land of Gold	1	2287	Off-List[7]	"1,825"	Off-List[3]	"11,762"	"19,101"	2	18
		Lost in the Rain	1	2090	Off-List[11]	"1,668"	Off-List[3]	"14,357"	"20,269"	1	7
		Lucky for Some	2	2215	Off-List[25]	"1,536"	Off-List[2]	"3,242"	"13,434"	1	3
		Murder Weekend	3	Off-List[7]	Off-List[82]	"2,136"	Off-List[13]	"2,619"	"12,829"	2	3
		Mystery at Lion Rock	2	Off-List[3]	Off-List[72]	"1,675"	Off-List[9]	"2,409"	"14,252"	2	4
		Pirates!	2	Off-List[5]	Off-List[26]	"2,438"	Off-List[6]	"11,210"	"13,996"	3	5
		Planespotting	1	Off-List[1]	Off-List[20]	"1,794"	Off-List[3]	"12,662"	"13,508"	2	8
		Playing with Fire	2	Off-List[2]	Off-List[22]	"1,811"	Off-List[2]	"3,976"	"14,672"	2	4
		Racing the Tide	3	Off-List[6]	Off-List[90]	"2,297"	Off-List[12]	"5,248"	"16,528"	2	5
		Ride for Your Life	2	Off-List[1]	Off-List[27]	"2,359"	Off-List[2]	"8,964"	"14,329"	2	5
		River of Dreams	3	Off-List[23]	Off-List[161]	"2,266"	Off-List[23]	"2,492"	"6,688"	2	4
		Road to Nowhere	3	Off-List[5]	Off-List[65]	"1,880"	Off-List[7]	"7,175"	"13,964"	5	8
		Ruby's Gift	2	Off-List[5]	Off-List[33]	"2,112"	Off-List[7]	"11,918"	"14,752"	2	9
		Shopping for Trouble	2	Off-List[1]	Off-List[23]	"1,437"	Off-List[3]	"9,406"	"21,329"	1	3
		Skeleton Island	1	Off-List[13]	Off-List[34]	Off-List[5]	Off-List[16]	"4,884"	"23,499"	4	6
		Sorrow	3	Off-List[27]	Off-List[217]	"2,586"	Off-List[40]	"2,918"	"4,713"	2	5
		Stars of Tomorrow	1	2156	Off-List[10]	"1,412"	"2,586"	"14,157"	"14,157"	1	5
		Stop that Musketeer!	1	Off-List[2]	Off-List[16]	"2,654"	Off-List[5]	"13,792"	"14,792"	4	6
		Stranger Danger	2	2284	Off-List[40]	"1,630"	Off-List[1]	"6,369"	"11,491"	1	2
		The Alati Collection	3	Off-List[11]	Off-List[84]	"2,194"	Off-List[15]	"4,286"	"14,828"	2	4
		The Art Show	4	Off-List[4]	Off-List[135]	"1,788"	Off-List[5]	"3,015"	"9,406"	2	3
		The Black Night	2	Off-List[6]	Off-List[30]	"2,592"	Off-List[9]	"3,897"	"17,186"	2	4
		The Bookshop	2	2407	Off-List[20]	"1,664"	Off-List[3]	"3,118"	"5,618"	2	5
		The Bride Wore Black	2	Off-List[2]	Off-List[32]	"1,736"	Off-List[5]	"11,565"	"14,691"	2	3
		The Cave of the Jaguar	2	Off-List[17]	Off-List[77]	Off-List[3]	Off-List[25]	"11,548"	"13,975"	3	6
		The Creature	4	Off-List[42]	Off-List[171]	Off-List[3]	Off-List[35]	"4,990"	"8,484"	4	6
		The Day of the Flood	2	Off-List[3]	Off-List[35]	"2,111"	Off-List[5]	"7,349"	"16,175"	2	3
		The Fast Lane	1	2008	Off-List[6]	"1,525"	"2,253"	"1,173"	"7,556"	1	2
		The Football Match	1	Off-List[1]	Off-List[12]	"1,824"	Off-List[2]	"17,999"	"18,025"	2	4
		The Game	1	Off-List[10]	Off-List[29]	Off-List[1]	Off-List[10]	"1,748"	"4,134"	2	5
		The Key	2	2037	Off-List[24]	"1,361"	"2,796"	"2,127"	"11,210"	1	2
		The Man Next Door	2	Off-List[4]	Off-List[58]	"1,736"	Off-List[6]	"6,457"	"14,329"	2	4
		The Rainbow Girl	2	Off-List[3]	Off-List[32]	"2,181"	Off-List[4]	"1,907"	"20,011"	2	5
		The Right Team	1	1703	Off-List[9]	"1,217"	"2,763"	"11,210"	"18,943"	1	2
		The Secret by the Lake	2	Off-List[6]	Off-List[40]	"2,166"	Off-List[10]	"14,357"	"20,269"	2	5
		The Secret in the Farmhouse	2	2008	Off-List[23]	"1,384"	Off-List[2]	"11,905"	"12,480"	2	13
		The Show Must Go On	2	2283	Off-List[20]	"1,367"	Off-List[1]	"12,602"	"12,662"	1	2
		The Singing Stones	3	Off-List[27]	Off-List[100]	Off-List[1]	Off-List[25]	"24,680"	"49,555"	2	19
		The Sky Readers	3	Off-List[10]	Off-List[77]	"2,589"	Off-List[14]	"3,285"	"26,989"	2	5
		The Winning Shot	1	Off-List[5]	Off-List[19]	"2,691"	Off-List[10]	"7,556"	"16,581"	5	11
		The Young Riders	1	2490	Off-List[13]	"1,748"	Off-List[1]	"1,509"	"8,964"	1	2
